Date,Tenant,Industry_Type,Number_of_Floors,Number_of_Employees,Day_of_Week,Acquired_Area,Base_Electricity_Reading,Electricity_Reading,Month
2019-03-13,Netscout System Software,Software,10,463,2,484544.04893449426,280.9474674196835,561.9261092198035,3
2019-03-14,Nvidia Graphics,Semiconductors,5,259,3,31350.27225087647,88.5179938284142,179.07723973022078,3
2019-03-15,Fidelity,Finance,4,287,4,266099.3903756254,189.68092906787666,379.027560840254,3
2019-03-16,Netscout System Software,Software,9,0,5,484544.04893449426,0.0,0.0,3
2019-03-17,IBM,Engineering,2,0,6,29641.598150655183,0.0,0.0,3
2019-03-18,Justdial,Electronics,6,102,0,28154.41451350742,41.30162390673127,80.44973076231456,3
2019-03-19,L and T,Manufacturing,4,91,1,380607.76996919076,124.96310542864522,256.80889805538345,3
2019-03-20,Data Craft India,Consulting,2,122,2,16705.69527864351,38.753512690113595,68.84771661467238,3
2019-03-21,TP Vision,Software,1,448,3,311951.2495387996,184.9830250668403,371.5222813506208,3
2019-03-22,Fidelity,Finance,3,172,4,266099.3903756254,138.61786660437025,275.8311785376334,3
2019-03-23,Cognizant,IT Services,4,0,5,98532.73588121487,0.0,0.0,3
2019-03-24,Target Operation,Consulting,2,0,6,82255.70289564463,0.0,0.0,3
2019-03-25,TCS,Telecommunications,6,383,0,363434.6900430807,69.69621559769888,139.4406849886322,3
2019-03-26,TP Vision,Software,6,486,1,311951.2495387996,232.9216603628418,461.21368578008475,3
2019-03-27,Northern Operation Services,Outsourcing,8,291,2,90706.62617261536,100.74222901017626,205.3814651984979,3
2019-03-28,Netscout System Software,Software,5,400,3,484544.04893449426,225.6562806979149,445.672220829678,3
2019-03-29,Monsanto Holdings,Telecommunications,4,298,4,386333.2702978652,171.97366124579378,338.4821393343853,3
2019-03-30,Via.com,Software,8,0,5,30517.733222274303,0.0,1.0121272835217328,3
2019-03-31,TP Vision,Software,2,0,6,311951.2495387996,0.0,0.0,3
2019-04-01,Justdial,Electronics,4,384,0,28154.41451350742,77.31364028780911,148.29491336624704,4
2019-04-02,Data Craft India,Consulting,3,332,1,16705.69527864351,89.24939119373146,180.06681358837923,4
2019-04-03,Cerner Health Care Solutions,Healthcare,4,66,2,297737.37737389834,90.15536596246407,187.27919505283126,4
2019-04-04,Jurimatrix,Consulting,9,305,3,226349.06235300525,138.20282120387256,282.41913325644487,4
2019-04-05,Nokia Siemens Network India,Technology,8,173,4,94389.6278951662,130.01700963315122,254.64066108916205,4
2019-04-06,TCS,Telecommunications,10,0,5,363434.6900430807,0.0,6.4934720800275825,4
2019-04-07,Nvidia Graphics,Semiconductors,9,0,6,31350.27225087647,0.0,0.0,4
2019-04-08,Andritz,Engineering,4,62,0,105823.38138647184,33.84492170806669,73.00646312417497,4
2019-04-09,Nokia Siemens Network India,Technology,10,370,1,94389.6278951662,138.40602489732217,284.0757792712241,4
2019-04-10,TCS,Telecommunications,1,222,2,363434.6900430807,83.6134080618788,169.62582767945685,4
2019-04-11,IBM,Engineering,3,63,3,29641.598150655183,48.133332936749746,91.24072448341335,4
2019-04-12,Software Software Software,Travel,1,497,4,132242.80313614343,171.9216761528117,349.7113312750228,4
2019-04-13,Stylus Commercial Services,IT Services,10,0,5,336825.669668257,0.0,0.0,4
2019-04-14,Software Software Software,Travel,2,0,6,132242.80313614343,0.0,6.132192247333437,4
2019-04-15,Alcatel Lucent Technologies,Telecommunications,9,107,0,290068.3522488535,46.51835724741882,90.40658455609945,4
2019-04-16,Jurimatrix,Consulting,5,262,1,226349.06235300525,107.47554194422426,213.8025672875627,4
2019-04-17,Nokia Siemens Network India,Technology,6,333,2,94389.6278951662,109.98610163871182,213.91036799427175,4
2019-04-18,Colt Technologies,Technology,5,335,3,470980.6193328473,144.275775385598,287.7090895284158,4
2019-04-19,Monsanto Holdings,Telecommunications,3,98,4,386333.2702978652,106.51991017177484,214.6397051449353,4
2019-04-20,ANZ,Finance,1,0,5,235720.71443058396,0.0,2.180727738612325,4
2019-04-21,Northern Operation Services,Outsourcing,1,0,6,90706.62617261536,0.0,0.0,4
2019-04-22,L and T,Manufacturing,3,493,0,380607.76996919076,124.25785844026942,245.76815830066928,4
2019-04-23,Jurimatrix,Consulting,6,488,1,226349.06235300525,161.40943770766293,317.8238996078627,4
2019-04-24,Justdial,Electronics,1,242,2,28154.41451350742,87.25997406963641,169.84173117803832,4
2019-04-25,Netscout System Software,Software,8,491,3,484544.04893449426,274.47722216500847,543.8311441209541,4
2019-04-26,Target Operation,Consulting,7,251,4,82255.70289564463,149.71695415737122,301.7138878650304,4
2019-04-27,Nvidia Graphics,Semiconductors,8,0,5,31350.27225087647,0.0,5.7297008339448325,4
2019-04-28,Software Software Software,Travel,2,0,6,132242.80313614343,0.0,4.878454170198461,4
2019-04-29,L and T,Manufacturing,9,367,0,380607.76996919076,128.19056755810158,251.12253563343216,4
2019-04-30,Justdial,Electronics,1,446,1,28154.41451350742,150.59145115360084,304.63001008214354,4
2019-05-01,Nokia Siemens Network India,Technology,1,191,2,94389.6278951662,54.598367988719325,111.2089998618343,5
2019-05-02,Novell,Software,9,113,3,154033.50645799877,122.0572808268446,242.53671883703134,5
2019-05-03,Fidelity,Finance,8,266,4,266099.3903756254,218.4950857437124,431.6955494697313,5
2019-05-04,Monsanto Holdings,Telecommunications,9,0,5,386333.2702978652,0.0,0.0,5
2019-05-05,Colt Technologies,Technology,10,0,6,470980.6193328473,0.0,0.9218842286164823,5
2019-05-06,Justdial,Electronics,4,140,0,28154.41451350742,39.43893340426173,80.29239451064295,5
2019-05-07,Netscout System Software,Software,2,414,1,484544.04893449426,207.71605521904317,421.3022502668371,5
2019-05-08,Cognizant,IT Services,3,309,2,98532.73588121487,122.06473906220046,255.08483105010188,5
2019-05-09,ANZ,Finance,5,330,3,235720.71443058396,140.08138922441293,279.7787380738689,5
2019-05-10,Colt Technologies,Technology,1,199,4,470980.6193328473,142.17585280738726,282.6547366831672,5
2019-05-11,Mavenir,Biotechnology,1,0,5,287955.1965214351,0.0,0.0,5
2019-05-12,IBM,Engineering,9,0,6,29641.598150655183,0.0,0.0,5
2019-05-13,Nvidia Graphics,Semiconductors,9,192,0,31350.27225087647,47.9133320633179,95.46468137111307,5
2019-05-14,ANZ,Finance,5,375,1,235720.71443058396,151.08522713308068,302.2083425416639,5
2019-05-15,L and T,Manufacturing,7,159,2,380607.76996919076,171.82788908281177,346.9989968013677,5
2019-05-16,TP Vision,Software,3,285,3,311951.2495387996,151.74949262237294,309.11558350139956,5
2019-05-17,Andritz,Engineering,9,388,4,105823.38138647184,312.8435889589635,626.4422461140564,5
2019-05-18,ANZ,Finance,10,0,5,235720.71443058396,0.0,0.6378556735547984,5
2019-05-19,Novell,Software,1,0,6,154033.50645799877,0.0,0.6421995283891718,5
2019-05-20,Cerner Health Care Solutions,Healthcare,1,437,0,297737.37737389834,87.45405967999818,179.46752701553999,5
2019-05-21,Data Craft India,Consulting,1,356,1,16705.69527864351,83.66261314652267,165.6998620400668,5
2019-05-22,IBM,Engineering,7,108,2,29641.598150655183,93.80338124207564,192.5192326757563,5
2019-05-23,IBM,Engineering,10,431,3,29641.598150655183,219.15978969393566,436.99506938578105,5
2019-05-24,Nvidia Graphics,Semiconductors,8,411,4,31350.27225087647,207.02083043897758,417.4533158319915,5
2019-05-25,Novell,Software,1,0,5,154033.50645799877,0.0,3.7352302913202307,5
2019-05-26,Cerner Health Care Solutions,Healthcare,8,0,6,297737.37737389834,0.0,5.706586892242726,5
2019-05-27,Cognizant,IT Services,8,271,0,98532.73588121487,73.28768529549761,141.1163257594914,5
2019-05-28,Via.com,Software,2,90,1,30517.733222274303,45.661952042588055,86.69928423904392,5
2019-05-29,Justdial,Electronics,8,75,2,28154.41451350742,89.74356140626246,162.6300527908675,5
2019-05-30,ANZ,Finance,8,482,3,235720.71443058396,195.58963823035916,400.3923731788865,5
2019-05-31,Cognizant,IT Services,2,454,4,98532.73588121487,232.49663468975663,464.1796537381175,5
2019-06-01,Justdial,Electronics,4,0,5,28154.41451350742,0.0,0.0,6
2019-06-02,Nvidia Graphics,Semiconductors,8,0,6,31350.27225087647,0.0,0.0,6
2019-06-03,Cognizant,IT Services,10,293,0,98532.73588121487,83.43001558327474,169.69907916297583,6
2019-06-04,Northern Operation Services,Outsourcing,9,229,1,90706.62617261536,93.7925889456304,179.47560428502626,6
2019-06-05,TP Vision,Software,7,77,2,311951.2495387996,119.98647046305906,236.37414833535078,6
2019-06-06,Fidelity,Finance,3,249,3,266099.3903756254,111.76223915672657,220.17412734661647,6
2019-06-07,Fidelity,Finance,10,434,4,266099.3903756254,298.00756872260087,596.0977455889473,6
2019-06-08,Via.com,Software,10,0,5,30517.733222274303,0.0,1.7678692331422619,6
2019-06-09,Jurimatrix,Consulting,2,0,6,226349.06235300525,0.0,3.511693766660419,6
2019-06-10,Target Operation,Consulting,2,148,0,82255.70289564463,25.6914275181711,60.37084916572027,6
2019-06-11,TP Vision,Software,2,93,1,311951.2495387996,87.92934624671449,177.87493409786265,6
2019-06-12,TP Vision,Software,4,352,2,311951.2495387996,178.8068818691959,351.56196303992425,6
2019-06-13,TP Vision,Software,2,186,3,311951.2495387996,115.28083755056811,221.64172221657705,6
2019-06-14,Colt Technologies,Technology,1,391,4,470980.6193328473,201.58464373234872,400.8879553900546,6
2019-06-15,L and T,Manufacturing,6,0,5,380607.76996919076,0.0,0.0,6
2019-06-16,Justdial,Electronics,3,0,6,28154.41451350742,0.0,3.8179824521452144,6
2019-06-17,Alcatel Lucent Technologies,Telecommunications,1,467,0,290068.3522488535,62.120881200850704,123.45869114307371,6
2019-06-18,Target Operation,Consulting,7,268,1,82255.70289564463,104.02749432734805,218.80831795220323,6
2019-06-19,Fidelity,Finance,3,368,2,266099.3903756254,140.8612771818702,282.80369641851127,6
2019-06-20,Cerner Health Care Solutions,Healthcare,9,256,3,297737.37737389834,180.34832988213526,353.33753963020644,6
2019-06-21,Target Operation,Consulting,2,213,4,82255.70289564463,97.47458956272364,190.4522039914932,6
2019-06-22,Andritz,Engineering,8,0,5,105823.38138647184,0.0,0.0,6
2019-06-23,Fidelity,Finance,10,0,6,266099.3903756254,0.0,0.4173442546819255,6
2019-06-24,Monsanto Holdings,Telecommunications,9,69,0,386333.2702978652,47.50643183890019,97.47324126031427,6
2019-06-25,Jurimatrix,Consulting,3,191,1,226349.06235300525,81.47553641682954,167.9459582042726,6
2019-06-26,TP Vision,Software,6,69,2,311951.2495387996,110.28110258104647,221.07516196949445,6
2019-06-27,Software Software Software,Travel,7,297,3,132242.80313614343,105.4621853593993,206.5044489315025,6
2019-06-28,Mavenir,Biotechnology,5,392,4,287955.1965214351,245.76727640517768,486.51101938255727,6
2019-06-29,Alcatel Lucent Technologies,Telecommunications,6,0,5,290068.3522488535,0.0,0.0,6
2019-06-30,Software Software Software,Travel,7,0,6,132242.80313614343,0.0,2.923182210129678,6
2019-07-01,Stylus Commercial Services,IT Services,10,201,0,336825.669668257,87.25402160244553,131.22349107141773,7
2019-07-02,IBM,Engineering,8,187,1,29641.598150655183,126.55982968175766,183.9499362508989,7
2019-07-03,TP Vision,Software,1,229,2,311951.2495387996,120.57467457712043,178.18993637956962,7
2019-07-04,Cognizant,IT Services,6,375,3,98532.73588121487,161.7888660226609,236.83962775670446,7
2019-07-05,TCS,Telecommunications,9,427,4,363434.6900430807,242.53301140947488,351.6911495772017,7
2019-07-06,L and T,Manufacturing,2,0,5,380607.76996919076,0.0,3.8778617141106637,7
2019-07-07,TP Vision,Software,6,0,6,311951.2495387996,0.0,0.0,7
2019-07-08,Monsanto Holdings,Telecommunications,6,148,0,386333.2702978652,47.89649493773599,76.10579768794965,7
2019-07-09,ANZ,Finance,10,59,1,235720.71443058396,104.38004845406866,154.3157157318667,7
2019-07-10,Nvidia Graphics,Semiconductors,6,457,2,31350.27225087647,137.90688705579052,206.30991986849764,7
2019-07-11,Mavenir,Biotechnology,6,103,3,287955.1965214351,98.95919743415593,146.16174505718482,7
2019-07-12,Alcatel Lucent Technologies,Telecommunications,5,489,4,290068.3522488535,220.80726231431674,333.16018721361075,7
2019-07-13,Nokia Siemens Network India,Technology,4,0,5,94389.6278951662,0.0,0.0,7
2019-07-14,IBM,Engineering,8,0,6,29641.598150655183,0.0,0.0,7
2019-07-15,Netscout System Software,Software,4,136,0,484544.04893449426,70.33039310802357,112.14405843713314,7
2019-07-16,Stylus Commercial Services,IT Services,4,59,1,336825.669668257,92.2424753151432,144.04395072833674,7
2019-07-17,TP Vision,Software,9,316,2,311951.2495387996,204.9819649449268,302.75922017848154,7
2019-07-18,Alcatel Lucent Technologies,Telecommunications,3,332,3,290068.3522488535,107.66408070118003,158.02187973772885,7
2019-07-19,Target Operation,Consulting,2,74,4,82255.70289564463,52.924352270355456,75.54797977385067,7
2019-07-20,Fidelity,Finance,5,0,5,266099.3903756254,0.0,1.37338238547008,7
2019-07-21,Target Operation,Consulting,7,0,6,82255.70289564463,0.0,6.549721528627298,7
2019-07-22,Novell,Software,7,336,0,154033.50645799877,86.46846834657649,127.87979260680866,7
2019-07-23,Alcatel Lucent Technologies,Telecommunications,10,458,1,290068.3522488535,166.36857707596747,251.3637767346686,7
2019-07-24,Cognizant,IT Services,5,211,2,98532.73588121487,108.54163201183094,166.68525865939958,7
2019-07-25,Via.com,Software,3,293,3,30517.733222274303,112.71722104558407,171.859000781239,7
2019-07-26,Data Craft India,Consulting,6,83,4,16705.69527864351,77.35486786705445,119.89678298226113,7
2019-07-27,Netscout System Software,Software,2,0,5,484544.04893449426,0.0,0.09247984955721972,7
2019-07-28,Nokia Siemens Network India,Technology,5,0,6,94389.6278951662,0.0,2.904749471851305,7
2019-07-29,Stylus Commercial Services,IT Services,2,262,0,336825.669668257,67.67368951909802,105.59998673218173,7
2019-07-30,Mavenir,Biotechnology,7,342,1,287955.1965214351,164.7695309065733,250.44992754486876,7
2019-07-31,Data Craft India,Consulting,10,138,2,16705.69527864351,85.16674569769427,126.2990832383565,7
2019-08-01,Cerner Health Care Solutions,Healthcare,2,330,3,297737.37737389834,151.42931605392323,231.31257222803268,8
2019-08-02,IBM,Engineering,9,475,4,29641.598150655183,335.82096150382404,507.99854206589373,8
2019-08-03,Netscout System Software,Software,9,0,5,484544.04893449426,0.0,0.0,8
2019-08-04,Cognizant,IT Services,8,0,6,98532.73588121487,0.0,0.0,8
2019-08-05,ANZ,Finance,8,315,0,235720.71443058396,77.3765865513183,110.80494341924279,8
2019-08-06,Jurimatrix,Consulting,1,142,1,226349.06235300525,60.20280462168839,94.88358584337026,8
2019-08-07,Justdial,Electronics,7,91,2,28154.41451350742,86.94952565255814,135.75639690983405,8
2019-08-08,Nokia Siemens Network India,Technology,1,393,3,94389.6278951662,96.50219644302076,142.9026181115126,8
2019-08-09,Nvidia Graphics,Semiconductors,7,469,4,31350.27225087647,217.92231194137887,324.8394838106065,8
2019-08-10,Justdial,Electronics,8,0,5,28154.41451350742,0.0,0.0,8
2019-08-11,Andritz,Engineering,9,0,6,105823.38138647184,0.0,4.683584217046921,8
2019-08-12,Philips,Technology,3,439,0,67038.4916708522,56.789981566624235,85.80518027581624,8
2019-08-13,Philips,Technology,7,157,1,67038.4916708522,75.8250285853135,123.75641284155955,8
2019-08-14,Jurimatrix,Consulting,8,447,2,226349.06235300525,163.3433224163121,250.78147457632963,8
2019-08-15,Northern Operation Services,Outsourcing,6,431,3,90706.62617261536,117.64675889690947,183.81180274873066,8
2019-08-16,Mavenir,Biotechnology,5,170,4,287955.1965214351,163.22236791581534,245.6287274569745,8
2019-08-17,IBM,Engineering,7,0,5,29641.598150655183,0.0,1.1135862242117773,8
2019-08-18,Data Craft India,Consulting,6,0,6,16705.69527864351,0.0,3.6584127493745493,8
2019-08-19,TP Vision,Software,8,453,0,311951.2495387996,118.96069766618173,169.02848612117518,8
2019-08-20,Justdial,Electronics,2,284,1,28154.41451350742,108.06001801387964,164.4012198710463,8
2019-08-21,Philips,Technology,10,97,2,67038.4916708522,78.93669901508837,116.7368396698266,8
2019-08-22,Target Operation,Consulting,3,351,3,82255.70289564463,100.37460098878846,158.95472795927165,8
2019-08-23,Nokia Siemens Network India,Technology,1,275,4,94389.6278951662,107.42929225022318,160.0960439245807,8
2019-08-24,Jurimatrix,Consulting,10,0,5,226349.06235300525,0.0,0.0,8
2019-08-25,Netscout System Software,Software,7,0,6,484544.04893449426,0.0,0.0,8
2019-08-26,L and T,Manufacturing,8,55,0,380607.76996919076,72.96877702854171,108.05472391942989,8
2019-08-27,Nvidia Graphics,Semiconductors,7,161,1,31350.27225087647,77.8872006673646,122.50184064359283,8
2019-08-28,TCS,Telecommunications,9,119,2,363434.6900430807,102.53146835541494,161.90374968720988,8
2019-08-29,Cognizant,IT Services,3,71,3,98532.73588121487,55.012666604118266,83.37944088707728,8
2019-08-30,TP Vision,Software,4,69,4,311951.2495387996,142.55944660389358,217.43089301257086,8
2019-08-31,Novell,Software,10,0,5,154033.50645799877,0.0,0.0,8
2019-09-01,IBM,Engineering,8,0,6,29641.598150655183,0.0,4.52128622210752,9
2019-09-02,TP Vision,Software,5,341,0,311951.2495387996,91.46215533381275,80.35369507945259,9
2019-09-03,Stylus Commercial Services,IT Services,8,461,1,336825.669668257,233.67163655025772,211.50709586380196,9
2019-09-04,Netscout System Software,Software,4,61,2,484544.04893449426,118.60313193874582,99.7332724419059,9
2019-09-05,TP Vision,Software,6,158,3,311951.2495387996,136.4561856567774,124.84218823486626,9
2019-09-06,Monsanto Holdings,Telecommunications,3,171,4,386333.2702978652,127.75601607578989,114.93520562388417,9
2019-09-07,Andritz,Engineering,1,0,5,105823.38138647184,0.0,2.575343260417427,9
2019-09-08,IBM,Engineering,6,0,6,29641.598150655183,0.0,5.352184351412531,9
2019-09-09,Nokia Siemens Network India,Technology,8,94,0,94389.6278951662,35.38952711177429,38.93040047897513,9
2019-09-10,Justdial,Electronics,6,464,1,28154.41451350742,194.98557479579165,171.04684254630226,9
2019-09-11,Cognizant,IT Services,7,246,2,98532.73588121487,132.4888007468603,110.61328417345992,9
2019-09-12,L and T,Manufacturing,1,387,3,380607.76996919076,197.39049834872083,174.14972402793336,9
2019-09-13,Justdial,Electronics,7,356,4,28154.41451350742,252.4030643704529,229.96874526484848,9
2019-09-14,L and T,Manufacturing,6,0,5,380607.76996919076,0.0,0.0,9
2019-09-15,TP Vision,Software,4,0,6,311951.2495387996,0.0,0.0,9
2019-09-16,Jurimatrix,Consulting,3,277,0,226349.06235300525,49.97743959418314,61.40076961163588,9
2019-09-17,Target Operation,Consulting,3,243,1,82255.70289564463,77.16798448499813,70.01621213952458,9
2019-09-18,Via.com,Software,10,260,2,30517.733222274303,154.47971314394124,141.6003304008877,9
2019-09-19,ANZ,Finance,8,125,3,235720.71443058396,108.2925241549283,98.08379895271523,9
2019-09-20,Data Craft India,Consulting,10,368,4,16705.69527864351,200.74941000778648,186.63308573963914,9
2019-09-21,Novell,Software,2,0,5,154033.50645799877,0.0,0.0,9
2019-09-22,Justdial,Electronics,1,0,6,28154.41451350742,0.0,1.2259711159866213,9
2019-09-23,IBM,Engineering,1,112,0,29641.598150655183,23.909183543184096,24.39672192786322,9
2019-09-24,Andritz,Engineering,5,128,1,105823.38138647184,96.35173580085515,77.55121339420603,9
2019-09-25,ANZ,Finance,9,448,2,235720.71443058396,193.3888706486256,174.71810046395595,9
2019-09-26,Fidelity,Finance,7,116,3,266099.3903756254,103.69275802370355,91.12903912307578,9
2019-09-27,Northern Operation Services,Outsourcing,10,235,4,90706.62617261536,148.58433528438349,124.78658187720268,9
2019-09-28,Netscout System Software,Software,10,0,5,484544.04893449426,0.0,0.0,9
2019-09-29,Cerner Health Care Solutions,Healthcare,2,0,6,297737.37737389834,0.0,0.9994945215545438,9
2019-09-30,ANZ,Finance,5,387,0,235720.71443058396,77.00979195436271,66.8303318713299,9
2019-10-01,Data Craft India,Consulting,6,189,1,16705.69527864351,74.63781783949311,67.82513181612815,10
2019-10-02,Northern Operation Services,Outsourcing,7,389,2,90706.62617261536,114.45368102941543,104.26358384560092,10
2019-10-03,Mavenir,Biotechnology,6,412,3,287955.1965214351,175.98720138482625,158.15174156060846,10
2019-10-04,Stylus Commercial Services,IT Services,8,443,4,336825.669668257,340.97636215484124,312.7781333748359,10
2019-10-05,Cognizant,IT Services,9,0,5,98532.73588121487,0.0,5.282747211658582,10
2019-10-06,Cognizant,IT Services,4,0,6,98532.73588121487,0.0,0.0,10
2019-10-07,Netscout System Software,Software,3,174,0,484544.04893449426,72.24205647872301,62.117844203810904,10
2019-10-08,Mavenir,Biotechnology,4,205,1,287955.1965214351,111.92183887569267,105.66059787481014,10
2019-10-09,Target Operation,Consulting,10,427,2,82255.70289564463,154.30849675222711,133.47609356346123,10
2019-10-10,L and T,Manufacturing,10,496,3,380607.76996919076,306.85090212838253,276.91968171490544,10
2019-10-11,Colt Technologies,Technology,4,361,4,470980.6193328473,215.50857910538653,190.55590554929435,10
2019-10-12,Alcatel Lucent Technologies,Telecommunications,9,0,5,290068.3522488535,0.0,0.0,10
2019-10-13,TCS,Telecommunications,5,0,6,363434.6900430807,0.0,0.0,10
2019-10-14,Alcatel Lucent Technologies,Telecommunications,7,73,0,290068.3522488535,38.32703217186708,36.618033395052215,10
2019-10-15,Monsanto Holdings,Telecommunications,10,70,1,386333.2702978652,100.08368396266575,91.6299071747142,10
2019-10-16,Novell,Software,5,410,2,154033.50645799877,179.99538606188938,167.23466689378492,10
2019-10-17,Northern Operation Services,Outsourcing,2,196,3,90706.62617261536,54.72434209629141,55.09879110491968,10
2019-10-18,Target Operation,Consulting,4,68,4,82255.70289564463,67.0265856578677,56.55430529844134,10
2019-10-19,Nokia Siemens Network India,Technology,9,0,5,94389.6278951662,0.0,4.178440633017486,10
2019-10-20,Colt Technologies,Technology,7,0,6,470980.6193328473,0.0,7.889826105763232,10
2019-10-21,ANZ,Finance,8,144,0,235720.71443058396,56.469294524849566,52.864628284217666,10
2019-10-22,Nokia Siemens Network India,Technology,7,403,1,94389.6278951662,129.69334769395257,107.51360049561606,10
2019-10-23,Monsanto Holdings,Telecommunications,7,235,2,386333.2702978652,117.63652341027661,99.93968677172488,10
2019-10-24,ANZ,Finance,8,107,3,235720.71443058396,103.8909889914612,95.46616922968757,10
2019-10-25,Netscout System Software,Software,7,404,4,484544.04893449426,360.2734371305209,334.96123068155384,10
2019-10-26,Justdial,Electronics,5,0,5,28154.41451350742,0.0,4.3930415537686045,10
2019-10-27,Nvidia Graphics,Semiconductors,2,0,6,31350.27225087647,0.0,7.693923760601522,10
2019-10-28,Nokia Siemens Network India,Technology,4,189,0,94389.6278951662,34.87091537347848,36.354143848190304,10
2019-10-29,Monsanto Holdings,Telecommunications,8,408,1,386333.2702978652,156.25277019502053,136.19007538241573,10
2019-10-30,Nvidia Graphics,Semiconductors,1,91,2,31350.27225087647,29.162732012553867,22.44843601470231,10
2019-10-31,Mavenir,Biotechnology,8,57,3,287955.1965214351,99.9563236988895,86.92803154322552,10
2019-11-01,Nvidia Graphics,Semiconductors,10,132,4,31350.27225087647,131.3711557707991,242.23078596902525,11
2019-11-02,Northern Operation Services,Outsourcing,9,0,5,90706.62617261536,0.0,0.23444189183413786,11
2019-11-03,IBM,Engineering,9,0,6,29641.598150655183,0.0,0.0,11
2019-11-04,Fidelity,Finance,1,422,0,266099.3903756254,70.91969805354255,128.71746820810722,11
2019-11-05,Software Software Software,Travel,2,144,1,132242.80313614343,50.979149664331786,84.65235248125785,11
2019-11-06,Nvidia Graphics,Semiconductors,7,316,2,31350.27225087647,112.21580358325397,211.71381992194637,11
2019-11-07,Via.com,Software,10,95,3,30517.733222274303,105.95287373387833,182.6404360019384,11
2019-11-08,ANZ,Finance,6,51,4,235720.71443058396,116.29990241157437,207.84683552869365,11
2019-11-09,Novell,Software,6,0,5,154033.50645799877,0.0,4.521603306750729,11
2019-11-10,TP Vision,Software,10,0,6,311951.2495387996,0.0,0.0,11
2019-11-11,Stylus Commercial Services,IT Services,8,228,0,336825.669668257,84.0141105382945,151.8545012133455,11
2019-11-12,L and T,Manufacturing,8,236,1,380607.76996919076,205.2559165843851,368.3479271802986,11
2019-11-13,Philips,Technology,4,498,2,67038.4916708522,131.00531753998766,241.8992451817435,11
2019-11-14,Philips,Technology,8,347,3,67038.4916708522,120.42563807875315,215.58402925425622,11
2019-11-15,Novell,Software,10,418,4,154033.50645799877,326.82197665231325,598.8303874625651,11
2019-11-16,Novell,Software,4,0,5,154033.50645799877,0.0,0.0,11
2019-11-17,Monsanto Holdings,Telecommunications,3,0,6,386333.2702978652,0.0,5.574089784995322,11
2019-11-18,Mavenir,Biotechnology,8,185,0,287955.1965214351,65.9321820851823,116.40835093315012,11
2019-11-19,TP Vision,Software,4,395,1,311951.2495387996,191.4532703215153,346.62713290640124,11
2019-11-20,TP Vision,Software,3,449,2,311951.2495387996,199.98222997540518,356.8597697378113,11
2019-11-21,Stylus Commercial Services,IT Services,8,329,3,336825.669668257,196.48309216174152,343.3293152060624,11
2019-11-22,Fidelity,Finance,4,457,4,266099.3903756254,251.68607634499156,446.8921078600663,11
2019-11-23,Data Craft India,Consulting,3,0,5,16705.69527864351,0.0,3.266811046676486,11
2019-11-24,Data Craft India,Consulting,6,0,6,16705.69527864351,0.0,0.0,11
2019-11-25,Jurimatrix,Consulting,10,422,0,226349.06235300525,84.35761219239104,160.30688766441776,11
2019-11-26,Stylus Commercial Services,IT Services,4,184,1,336825.669668257,127.45889992548048,220.34947769864036,11
2019-11-27,TCS,Telecommunications,3,451,2,363434.6900430807,138.02721034947248,246.30686681560823,11
2019-11-28,Cognizant,IT Services,6,308,3,98532.73588121487,142.91286243152013,260.5367337025021,11
2019-11-29,Target Operation,Consulting,6,326,4,82255.70289564463,165.74221937045328,285.96149681282134,11
2019-11-30,Colt Technologies,Technology,10,0,5,470980.6193328473,0.0,0.0,11
2019-12-01,Fidelity,Finance,6,0,6,266099.3903756254,0.0,2.1306529103675174,12
2019-12-02,Alcatel Lucent Technologies,Telecommunications,4,279,0,290068.3522488535,51.10159865873944,93.19996400301676,12
2019-12-03,IBM,Engineering,9,287,1,29641.598150655183,165.93056097945242,298.47010974167176,12
2019-12-04,TP Vision,Software,8,168,2,311951.2495387996,154.10230907861845,285.87989097410775,12
2019-12-05,TCS,Telecommunications,8,454,3,363434.6900430807,162.99124867496351,295.532848386057,12
2019-12-06,TCS,Telecommunications,3,223,4,363434.6900430807,139.55244305301844,247.3483402500991,12
2019-12-07,Northern Operation Services,Outsourcing,1,0,5,90706.62617261536,0.0,0.09060719331217297,12
2019-12-08,Alcatel Lucent Technologies,Telecommunications,1,0,6,290068.3522488535,0.0,7.392987903372848,12
2019-12-09,IBM,Engineering,4,203,0,29641.598150655183,50.0513491248534,91.01305280157214,12
2019-12-10,ANZ,Finance,9,218,1,235720.71443058396,137.1470324487682,246.58648958219803,12
2019-12-11,Fidelity,Finance,6,109,2,266099.3903756254,95.86780662198426,172.76584495729628,12
2019-12-12,Target Operation,Consulting,5,226,3,82255.70289564463,84.2588950833785,151.20015501724126,12
2019-12-13,TP Vision,Software,6,140,4,311951.2495387996,195.63940622028443,356.80583628413626,12
2019-12-14,ANZ,Finance,2,0,5,235720.71443058396,0.0,0.0,12
2019-12-15,ANZ,Finance,6,0,6,235720.71443058396,0.0,0.0,12
2019-12-16,Novell,Software,1,245,0,154033.50645799877,51.02917047437903,88.45252531868329,12
2019-12-17,Novell,Software,7,272,1,154033.50645799877,154.11440504318918,277.32184555991137,12
2019-12-18,Jurimatrix,Consulting,5,334,2,226349.06235300525,122.94661961341782,217.1767150941905,12
2019-12-19,ANZ,Finance,6,97,3,235720.71443058396,89.21920511323752,153.0218505151297,12
